1361;Mains Supply 3~;ELABO;32-0C;312000565337;541-09/2008/7/3;Tisch 3;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1362;AC/DC Power Supply;ELABO;35-0K;312000565337;541-09/2008/7/3;Tisch 3;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1363;DC Stab.;ELABO;34-0U;312000565337;541-09/2008/7/3;Tisch 3;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1364;AC Power Supply;ELABO;32-1LZ;312000565337;541-09/2008/7/3;Tisch 3;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1365;AC Power Supply;ELABO;32-1J;312000565337;541-09/2008/7/3;Tisch 3;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1366;Mains Supply 3~;ELABO;32-0C;312000565338;541-09/2008/7/4;Tisch 4;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1367;AC/DC Power Supply;ELABO;35-0K;312000565338;541-09/2008/7/4;Tisch 4;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1368;DC Stab.;ELABO;34-0U;312000565338;541-09/2008/7/4;Tisch 4;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1369;AC Power Supply;ELABO;32-1LZ;312000565338;541-09/2008/7/4;Tisch 4;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1370;AC Power Supply;ELABO;32-1J;312000565338;541-09/2008/7/4;Tisch 4;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1371;Mains Supply 3~;ELABO;32-0C;312000565339;541-09/2008/7/5;Tisch 5;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1372;AC/DC Power Supply;ELABO;35-0K;312000565339;541-09/2008/7/5;Tisch 5;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1373;DC Stab.;ELABO;34-0U;312000565339;541-09/2008/7/5;Tisch 5;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1374;AC Power Supply;ELABO;32-1LZ;312000565339;541-09/2008/7/5;Tisch 5;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1375;AC Power Supply;ELABO;32-1J;312000565339;541-09/2008/7/5;Tisch 5;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1376;Mains Supply 3~;ELABO;32-0C;312000565340;541-09/2008/7/6;Tisch 6;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1377;AC/DC Power Supply;ELABO;35-0K;312000565340;541-09/2008/7/6;Tisch 6;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1378;DC Stab.;ELABO;34-0U;312000565340;541-09/2008/7/6;Tisch 6;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1379;AC Power Supply;ELABO;32-1LZ;312000565340;541-09/2008/7/6;Tisch 6;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1380;AC Power Supply;ELABO;32-1J;312000565340;541-09/2008/7/6;Tisch 6;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1381;Mains Supply 3~;ELABO;32-0C;312000565341;541-09/2008/7/7;Tisch 7;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1382;AC/DC Power Supply;ELABO;35-0K;312000565341;541-09/2008/7/7;Tisch 7;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1383;DC Stab.;ELABO;34-0U;312000565341;541-09/2008/7/7;Tisch 7;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1384;AC Power Supply;ELABO;32-1LZ;312000565341;541-09/2008/7/7;Tisch 7;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1385;AC Power Supply;ELABO;32-1J;312000565341;541-09/2008/7/7;Tisch 7;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1386;Mains Supply 3~;ELABO;32-0C;312000565342;541-09/2008/6/5;Tisch 8;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1387;AC/DC Power Supply;ELABO;35-0K;312000565342;541-09/2008/6/5;Tisch 8;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1388;DC Stab.;ELABO;34-0U;312000565342;541-09/2008/6/5;Tisch 8;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1389;AC Power Supply;ELABO;32-1LZ;312000565342;541-09/2008/6/5;Tisch 8;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1390;AC Power Supply;ELABO;32-1J;312000565342;541-09/2008/6/5;Tisch 8;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1391;Mains Supply 3~;ELABO;32-0C;312000565343;541-09/2008/6/6;Tisch 9;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1392;AC/DC Power Supply;ELABO;35-0K;312000565343;541-09/2008/6/6;Tisch 9;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1393;DC Stab.;ELABO;34-0U;312000565343;541-09/2008/6/6;Tisch 9;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1394;AC Power Supply;ELABO;32-1LZ;312000565343;541-09/2008/6/6;Tisch 9;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1395;AC Power Supply;ELABO;32-1J;312000565343;541-09/2008/6/6;Tisch 9;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1396;Mains Supply 3~;ELABO;32-0C;312000565344;541-09/2008/6/7;Tisch 10;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1397;AC/DC Power Supply;ELABO;35-0K;312000565344;541-09/2008/6/7;Tisch 10;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1398;DC Stab.;ELABO;34-0U;312000565344;541-09/2008/6/7;Tisch 10;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1399;AC Power Supply;ELABO;32-1LZ;312000565344;541-09/2008/6/7;Tisch 10;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1400;AC Power Supply;ELABO;32-1J;312000565344;541-09/2008/6/7;Tisch 10;W91;;;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1401;Mains Supply 3~;ELABO;32-0C;312000565331;541-09/2008/6/1;Tisch 1;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1402;AC/DC Power Supply;ELABO;35-0K;312000565331;541-09/2008/6/1;Tisch 1;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1403;DC Stab.;ELABO;34-0U;312000565331;541-09/2008/6/1;Tisch 1;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1404;AC Power Supply;ELABO;32-1LZ;312000565331;541-09/2008/6/1;Tisch 1;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1405;AC Power Supply;ELABO;32-1J;312000565331;541-09/2008/6/1;Tisch 1;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1406;Mains Supply 3~;ELABO;32-0C;312000565332;541-09/2008/6/2;Tisch 2;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1407;AC/DC Power Supply;ELABO;35-0K;312000565332;541-09/2008/6/2;Tisch 2;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1408;DC Stab.;ELABO;34-0U;312000565332;541-09/2008/6/2;Tisch 2;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1409;AC Power Supply;ELABO;32-1LZ;312000565332;541-09/2008/6/2;Tisch 2;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1410;AC Power Supply;ELABO;32-1J;312000565332;541-09/2008/6/2;Tisch 2;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1411;Mains Supply 3~;ELABO;32-0C;312000565333;541-09/2008/6/3;Tisch 3;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1412;AC/DC Power Supply;ELABO;35-0K;312000565333;541-09/2008/6/3;Tisch 3;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1413;DC Stab.;ELABO;34-0U;312000565333;541-09/2008/6/3;Tisch 3;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1414;AC Power Supply;ELABO;32-1LZ;312000565333;541-09/2008/6/3;Tisch 3;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1415;AC Power Supply;ELABO;32-1J;312000565333;541-09/2008/6/3;Tisch 3;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1416;Mains Supply 3~;ELABO;32-0C;312000565334;541-09/2008/6/4;Tisch 4;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420MainsSupply.jpg;;;;;;;;;;
1417;AC/DC Power Supply;ELABO;35-0K;312000565334;541-09/2008/6/4;Tisch 4;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420AC_DCPSupply.jpg;;;;;;;;;;
1418;DC Stab.;ELABO;34-0U;312000565334;541-09/2008/6/4;Tisch 4;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420DCStab.jpg;;;;;;;;;;
1419;AC Power Supply;ELABO;32-1LZ;312000565334;541-09/2008/6/4;Tisch 4;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1420;AC Power Supply;ELABO;32-1J;312000565334;541-09/2008/6/4;Tisch 4;W92;;;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/ELA1351-1420ACPSupply.jpg;;;;;;;;;;
1421;Kupplung SIBU auf IP44/16A;HTL;Adapter;;;;W91;K7;F8;Adapter;Messtechniklabor (W91);;;;;;;;;;;
1422;Netzgerät 24V/1,3A;WAGO;787-602;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1423;Ethernet-Controller;WAGO;750-841;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1424;2 x Digital In;WAGO;750-400;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1425;2 x Digital Out;WAGO;750-501;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1426;8 x Digital In 24 V DC 3.0ms;WAGO;750-430;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1427;8 x Digital Out 24 V DC 0.5A Diagn.;WAGO;750-537;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1428;4 x Analog In / 0-10V DC;WAGO;750-459;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1429;4 x Analog Out / 0-10V DC;WAGO;750-559;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1430;End-Modul;WAGO;750-600;312000565872;540-10/2009/2/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1431;Netzgerät 24V/1,3A;WAGO;787-602;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1432;Ethernet-Controller;WAGO;750-841;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1433;2 x Digital In;WAGO;750-400;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1434;2 x Digital Out;WAGO;750-501;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1435;8 x Digital In 24 V DC 3.0ms;WAGO;750-430;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1436;8 x Digital Out 24 V DC 0.5A Diagn.;WAGO;750-537;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1437;4 x Analog In / 0-10V DC;WAGO;750-459;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1438;4 x Analog Out / 0-10V DC;WAGO;750-559;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1439;End-Modul;WAGO;750-600;312000565874;540-10/2009/2/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1440;Netzgerät 24V/1,3A;WAGO;787-602;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1441;Ethernet-Controller;WAGO;750-841;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1442;2 x Digital In;WAGO;750-400;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1443;2 x Digital Out;WAGO;750-501;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1444;8 x Digital In 24 V DC 3.0ms;WAGO;750-430;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1445;8 x Digital Out 24 V DC 0.5A Diagn.;WAGO;750-537;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1446;4 x Analog In / 0-10V DC;WAGO;750-459;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1447;4 x Analog Out / 0-10V DC;WAGO;750-559;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1448;End-Modul;WAGO;750-600;312000565876;540-10/2009/2/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1449;Netzgerät 24V/1,3A;WAGO;787-602;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1450;Ethernet-Controller;WAGO;750-841;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1451;2 x Digital In;WAGO;750-400;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1452;2 x Digital Out;WAGO;750-501;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1453;8 x Digital In 24 V DC 3.0ms;WAGO;750-430;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1454;8 x Digital Out 24 V DC 0.5A Diagn.;WAGO;750-537;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1455;4 x Analog In / 0-10V DC;WAGO;750-459;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1456;4 x Analog Out / 0-10V DC;WAGO;750-559;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1457;End-Modul;WAGO;750-600;312000565878;540-10/2009/2/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1458;24V DC Power Supply fused;WAGO;750-601;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1459;24V DC Power Supply fused;WAGO;750-601;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1460;24V DC Power Supply fused;WAGO;750-601;312000565884;540-10/2009/3/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1461;24V DC Power Supply fused;WAGO;750-601;312000565886;540-10/2009/3/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1462;Potentialvervielfältiger DC24V;WAGO;750-603;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1463;Potentialvervielfältiger DC24V;WAGO;750-603;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1464;Potentialvervielfältiger DC24V;WAGO;750-603;312000565884;540-10/2009/3/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1465;Potentialvervielfältiger DC24V;WAGO;750-603;312000565886;540-10/2009/3/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1466;Potentialvervielfältiger DC0V;WAGO;750-604;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1467;Potentialvervielfältiger DC0V;WAGO;750-604;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1468;Potentialvervielfältiger DC0V;WAGO;750-604;312000565884;540-10/2009/3/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1469;Potentialvervielfältiger DC0V;WAGO;750-604;312000565886;540-10/2009/3/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1470;2RO-Wechsler;WAGO;750-517;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1471;2RO-Wechsler;WAGO;750-517;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1472;2RO-Wechsler;WAGO;750-517;312000565884;540-10/2009/3/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1473;2RO-Wechsler;WAGO;750-517;312000565886;540-10/2009/3/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1474;2RO-Wechsler;WAGO;750-517;312000565886;540-10/2009/3/4;5;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1475;2RO-Wechsler;WAGO;750-517;312000565886;540-10/2009/3/4;6;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1476;2RO-Wechsler;WAGO;750-517;312000565886;540-10/2009/3/4;7;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1477;2RO-Wechsler;WAGO;750-517;312000565886;540-10/2009/3/4;8;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1478;Real Time Clock;WAGO;750-640;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1479;Real Time Clock;WAGO;750-640;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1480;Real Time Clock;WAGO;750-640;312000565884;540-10/2009/3/3;3;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1481;Real Time Clock;WAGO;750-640;312000565886;540-10/2009/3/4;4;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1482;4-20mA Ausgang;WAGO;750-555;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1483;4-20mA Ausgang;WAGO;750-555;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1484;4-20mA Eingang;WAGO;750-452;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1485;4-20mA Eingang;WAGO;750-452;312000565883;540-10/2009/3/2;2;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
1486;2AI AC/DC 0-1A;WAGO;750-475;312000565880;540-10/2009/3/1;1;W91;K16;F1;Lehrsysteme;Messtechniklabor (W91);/intra/woda/data/ela/img/ELA1422-1500.jpg;;;;;;;;;;
